"year","code","value","system","subtype"
2013,"KOD.CO",5.673,"WGOA","production"
2014,"KOD.CO",5.613,"WGOA","production"
2015,"KOD.CO",5.32,"WGOA","production"
2016,"KOD.CO",5.556,"WGOA","production"
1972,"CI.CO",5.027,"WGOA","production"
1973,"CI.CO",5.315,"WGOA","production"
1974,"CI.CO",5.368,"WGOA","production"
1975,"CI.CO",5.326,"WGOA","production"
1976,"CI.CO",5.292,"WGOA","production"
1977,"CI.CO",5.353,"WGOA","production"
1978,"CI.CO",5.459,"WGOA","production"
1979,"CI.CO",5.456,"WGOA","production"
1980,"CI.CO",5.695,"WGOA","production"
1981,"CI.CO",5.925,"WGOA","production"
1982,"CI.CO",5.722,"WGOA","production"
1983,"CI.CO",5.669,"WGOA","production"
1984,"CI.CO",5.819,"WGOA","production"
1985,"CI.CO",5.89,"WGOA","production"
1986,"CI.CO",5.668,"WGOA","production"
1987,"CI.CO",5.756,"WGOA","production"
1988,"CI.CO",5.546,"WGOA","production"
1989,"CI.CO",5.709,"WGOA","production"
1990,"CI.CO",5.65,"WGOA","production"
1991,"CI.CO",5.677,"WGOA","production"
1992,"CI.CO",5.507,"WGOA","production"
1993,"CI.CO",5.778,"WGOA","production"
1994,"CI.CO",5.668,"WGOA","production"
1995,"CI.CO",5.526,"WGOA","production"
1996,"CI.CO",5.215,"WGOA","production"
1997,"CI.CO",5.251,"WGOA","production"
1998,"CI.CO",5.13,"WGOA","production"
1999,"CI.CO",5.394,"WGOA","production"
2000,"CI.CO",5.083,"WGOA","production"
2001,"CI.CO",5.412,"WGOA","production"
2002,"CI.CO",5.056,"WGOA","production"
2003,"CI.CO",5.51,"WGOA","production"
2004,"CI.CO",5.369,"WGOA","production"
2005,"CI.CO",5.322,"WGOA","production"
2006,"CI.CO",5.264,"WGOA","production"
2007,"CI.CO",5.243,"WGOA","production"
2008,"CI.CO",5.193,"WGOA","production"
2009,"CI.CO",5.321,"WGOA","production"
2010,"CI.CO",4.938,"WGOA","production"
2011,"CI.CO",5.029,"WGOA","production"
2012,"CI.CO",5.426,"WGOA","production"
2013,"CI.CO",5.14,"WGOA","production"
2014,"CI.CO",5.344,"WGOA","production"
2015,"CI.CO",5.143,"WGOA","production"
2016,"CI.CO",5.484,"WGOA","production"
1972,"CH.CO",4.349,"WGOA","production"
1973,"CH.CO",4.088,"WGOA","production"
1974,"CH.CO",4.727,"WGOA","production"
1975,"CH.CO",4.546,"WGOA","production"
1976,"CH.CO",4.241,"WGOA","production"
1977,"CH.CO",4.306,"WGOA","production"
1978,"CH.CO",4.996,"WGOA","production"
1979,"CH.CO",5.078,"WGOA","production"
1980,"CH.CO",4.897,"WGOA","production"
1981,"CH.CO",5.482,"WGOA","production"
1982,"CH.CO",4.792,"WGOA","production"
1983,"CH.CO",5.042,"WGOA","production"
1984,"CH.CO",5.281,"WGOA","production"
1985,"CH.CO",5.067,"WGOA","production"
1986,"CH.CO",5.177,"WGOA","production"
1987,"CH.CO",5.569,"WGOA","production"
1988,"CH.CO",4.834,"WGOA","production"
1989,"CH.CO",5.114,"WGOA","production"
1990,"CH.CO",5.219,"WGOA","production"
1991,"CH.CO",5.493,"WGOA","production"
1992,"CH.CO",5.361,"WGOA","production"
1993,"CH.CO",5.364,"WGOA","production"
1994,"CH.CO",5.45,"WGOA","production"
1995,"CH.CO",5.286,"WGOA","production"
1996,"CH.CO",4.959,"WGOA","production"
1997,"CH.CO",5.112,"WGOA","production"
1998,"CH.CO",4.952,"WGOA","production"
1999,"CH.CO",5.091,"WGOA","production"
2000,"CH.CO",5.119,"WGOA","production"
2001,"CH.CO",4.693,"WGOA","production"
2002,"CH.CO",5.017,"WGOA","production"
2004,"CH.CO",NA,"WGOA","production"
2005,"CH.CO",4.594,"WGOA","production"
2006,"CH.CO",4.865,"WGOA","production"
2007,"CH.CO",5.208,"WGOA","production"
2008,"CH.CO",5.043,"WGOA","production"
2009,"CH.CO",5.202,"WGOA","production"
2010,"CH.CO",4.885,"WGOA","production"
2011,"CH.CO",4.523,"WGOA","production"
2012,"CH.CO",4.509,"WGOA","production"
2013,"CH.CO",5.122,"WGOA","production"
2014,"CH.CO",4.914,"WGOA","production"
2015,"CH.CO",4.973,"WGOA","production"
2016,"CH.CO",5.354,"WGOA","production"
1972,"SP.CO",3.819,"WGOA","production"
1973,"SP.CO",3.972,"WGOA","production"
1974,"SP.CO",1.826,"WGOA","production"
1975,"SP.CO",2.334,"WGOA","production"
1976,"SP.CO",3.324,"WGOA","production"
1977,"SP.CO",4.784,"WGOA","production"
1978,"SP.CO",5.553,"WGOA","production"
1979,"SP.CO",5.438,"WGOA","production"
1980,"SP.CO",5.21,"WGOA","production"
1981,"SP.CO",5.408,"WGOA","production"
1982,"SP.CO",5.106,"WGOA","production"
1983,"SP.CO",5.493,"WGOA","production"
1984,"SP.CO",5.237,"WGOA","production"
1985,"SP.CO",5.373,"WGOA","production"
1986,"SP.CO",5.352,"WGOA","production"
1987,"SP.CO",5.704,"WGOA","production"
1988,"SP.CO",5.647,"WGOA","production"
1989,"SP.CO",5.487,"WGOA","production"
1990,"SP.CO",5.501,"WGOA","production"
1991,"SP.CO",5.621,"WGOA","production"
1992,"SP.CO",5.343,"WGOA","production"
1993,"SP.CO",5.408,"WGOA","production"
1994,"SP.CO",5.422,"WGOA","production"
1995,"SP.CO",5.467,"WGOA","production"
1996,"SP.CO",5.049,"WGOA","production"
1997,"SP.CO",5.188,"WGOA","production"
1998,"SP.CO",5.284,"WGOA","production"
1999,"SP.CO",5.41,"WGOA","production"
2000,"SP.CO",5.331,"WGOA","production"
2001,"SP.CO",5.307,"WGOA","production"
2002,"SP.CO",5.117,"WGOA","production"
2003,"SP.CO",5.372,"WGOA","production"
2004,"SP.CO",5.157,"WGOA","production"
2005,"SP.CO",5.229,"WGOA","production"
2006,"SP.CO",5.179,"WGOA","production"
2007,"SP.CO",5.353,"WGOA","production"
2008,"SP.CO",5.395,"WGOA","production"
2009,"SP.CO",5.217,"WGOA","production"
2010,"SP.CO",5.186,"WGOA","production"
2011,"SP.CO",4.963,"WGOA","production"
2012,"SP.CO",5.468,"WGOA","production"
2013,"SP.CO",5.472,"WGOA","production"
2014,"SP.CO",5.424,"WGOA","production"
2015,"SP.CO",5.257,"WGOA","production"
2016,"SP.CO",5.545,"WGOA","production"
2017,"CI.CO",5.369215857,NA,NA
2017,"KOD.CO",5.610660163,NA,NA
2017,"PWS.CO",5.685741739,NA,NA
2017,"SP.CO",5.428134794,NA,NA
2017,"SE.CO",6.096910013,NA,NA
2018,"CI.CO",5.235528447,NA,NA
2018,"KOD.CO",5.580924976,NA,NA
2018,"PWS.CO",5.702430536,NA,NA
2018,"SP.CO",5.720159303,NA,NA
2018,"SE.CO",6.225309282,NA,NA
2018,"CH.CO",5.340444115,NA,NA
1973,"SE.PI",-2.10382790527147,"EGOA","production"
1975,"SE.PI",-1.98212537780566,"EGOA","production"
1977,"SE.PI",-0.0605065230824031,"EGOA","production"
1979,"SE.PI",-0.592154406222506,"EGOA","production"
1981,"SE.PI",0.122047268116308,"EGOA","production"
1983,"SE.PI",0.144466154754745,"EGOA","production"
1985,"SE.PI",1.01880273365383,"EGOA","production"
1987,"SE.PI",-0.950856592437511,"EGOA","production"
1989,"SE.PI",0.52558722760819,"EGOA","production"
1991,"SE.PI",0.634478962709174,"EGOA","production"
1993,"SE.PI",1.31985635422714,"EGOA","production"
1995,"SE.PI",1.48639665496982,"EGOA","production"
1997,"SE.PI",0.906708300461636,"EGOA","production"
1999,"SE.PI",-0.121357786815307,"EGOA","production"
2001,"SE.PI",0.993181148924183,"EGOA","production"
2003,"SE.PI",0.993181148924183,"EGOA","production"
2005,"SE.PI",-0.890005328704611,"EGOA","production"
2007,"SE.PI",-0.457641086391875,"EGOA","production"
2009,"SE.PI",0.122047268116308,"EGOA","production"
2011,"SE.PI",-0.0573038249911966,"EGOA","production"
2013,"SE.PI",0.717749113080517,"EGOA","production"
2015,"SE.PI",-0.262276502828344,"EGOA","production"
2017,"SE.PI",-1.50644700099517,NA,NA
1972,"SE.PI",-1.95090246810932,"EGOA","production"
1974,"SE.PI",-2.52213708221605,"EGOA","production"
1976,"SE.PI",-1.02856755460039,"EGOA","production"
1978,"SE.PI",-1.30721858587197,"EGOA","production"
1980,"SE.PI",-0.646815641758331,"EGOA","production"
1982,"SE.PI",0.177991410805543,"EGOA","production"
1984,"SE.PI",0.573675875211186,"EGOA","production"
1986,"SE.PI",-1.38802738494073,"EGOA","production"
1988,"SE.PI",0.735293473348701,"EGOA","production"
1990,"SE.PI",0.785450658977584,"EGOA","production"
1992,"SE.PI",0.690709308345248,"EGOA","production"
1994,"SE.PI",0.476148014266133,"EGOA","production"
1996,"SE.PI",-0.134097744218626,"EGOA","production"
1998,"SE.PI",1.06131517993645,"EGOA","production"
2000,"SE.PI",0.880192009609921,"EGOA","production"
2002,"SE.PI",0.584821916462048,"EGOA","production"
2004,"SE.PI",0.72972045272327,"EGOA","production"
2006,"SE.PI",0.395339215197375,"EGOA","production"
2008,"SE.PI",0.197496982994555,"EGOA","production"
2010,"SE.PI",0.72972045272327,"EGOA","production"
2012,"SE.PI",1.30095506683001,"EGOA","production"
2014,"SE.PI",0.0971826117367852,"EGOA","production"
2016,"SE.PI",0.0804635498604898,"EGOA","production"
2018,"SE.PI",-0.518709717313108,NA,NA
1973,"CH.PI",-2.10540657172918,"WGOA","production"
1975,"CH.PI",-0.274618248486413,"WGOA","production"
1977,"CH.PI",0.689467091944619,"WGOA","production"
1979,"CH.PI",0.801456803206808,"WGOA","production"
1981,"CH.PI",0.562870027039533,"WGOA","production"
1983,"CH.PI",-0.150455742521812,"WGOA","production"
1985,"CH.PI",0.24637736477682,"WGOA","production"
1987,"CH.PI",1.8677936191381,"WGOA","production"
1989,"CH.PI",0.0735236800025703,"WGOA","production"
1991,"CH.PI",1.17150976216013,"WGOA","production"
1993,"CH.PI",-0.184539567688564,"WGOA","production"
1995,"CH.PI",-1.05367710944078,"WGOA","production"
1997,"CH.PI",0.43870752107493,"WGOA","production"
1999,"CH.PI",-0.189408685569531,"WGOA","production"
2001,"CH.PI",NA,"WGOA","production"
2005,"CH.PI",-0.306267514712686,"WGOA","production"
2007,"CH.PI",1.62677228403034,"WGOA","production"
2009,"CH.PI",-0.0482042670215495,"WGOA","production"
2011,"CH.PI",-1.38964624322735,"WGOA","production"
2013,"CH.PI",-0.396346195510535,"WGOA","production"
2015,"CH.PI",-1.37990800746543,"WGOA","production"
1972,"CH.PI",-2.64022859871376,"WGOA","production"
1974,"CH.PI",-1.8950005889878,"WGOA","production"
1976,"CH.PI",-0.169303920682624,"WGOA","production"
1978,"CH.PI",0.724969690988529,"WGOA","production"
1980,"CH.PI",0.338887710046164,"WGOA","production"
1982,"CH.PI",-0.663129710260068,"WGOA","production"
1984,"CH.PI",-1.20723594386721,"WGOA","production"
1986,"CH.PI",-0.869638676810634,"WGOA","production"
1988,"CH.PI",NA,"WGOA","production"
1990,"CH.PI",0.344274900477917,"WGOA","production"
1992,"CH.PI",0.611838691921695,"WGOA","production"
1994,"CH.PI",0.784228785737821,"WGOA","production"
1996,"CH.PI",0.0910769501854823,"WGOA","production"
1998,"CH.PI",0.635183183792631,"WGOA","production"
2000,"CH.PI",0.416104106234636,"WGOA","production"
2002,"CH.PI",-0.31475806233998,"WGOA","production"
2004,"CH.PI",-1.0563946117781,"WGOA","production"
2006,"CH.PI",0.769862944586477,"WGOA","production"
2008,"CH.PI",0.489729042135274,"WGOA","production"
2010,"CH.PI",0.144948854503022,"WGOA","production"
2012,"CH.PI",0.114421442056417,"WGOA","production"
2014,"CH.PI",0.753701373291217,"WGOA","production"
2016,"CH.PI",1.74674014287786,"WGOA","production"
2018,"CH.PI",0.849722294605039,NA,NA
1973,"KOD.PI",-1.9407857273226,"WGOA","production"
1975,"KOD.PI",0.199310454705741,"WGOA","production"
1977,"KOD.PI",0.654210126247999,"WGOA","production"
1979,"KOD.PI",0.867875123487545,"WGOA","production"
1981,"KOD.PI",-0.269374055368096,"WGOA","production"
1983,"KOD.PI",0.16829456800968,"WGOA","production"
1985,"KOD.PI",0.295804324426827,"WGOA","production"
1987,"KOD.PI",0.609409401020353,"WGOA","production"
1989,"KOD.PI",-0.720827517277458,"WGOA","production"
1991,"KOD.PI",-1.6065033929317,"WGOA","production"
1993,"KOD.PI",-0.255589216836514,"WGOA","production"
1995,"KOD.PI",-1.53068678100799,"WGOA","production"
1997,"KOD.PI",1.23317334457451,"WGOA","production"
1999,"KOD.PI",0.0373386019596353,"WGOA","production"
2001,"KOD.PI",0.95403036430994,"WGOA","production"
2003,"KOD.PI",1.18837261934686,"WGOA","production"
2005,"KOD.PI",1.77422825693916,"WGOA","production"
2007,"KOD.PI",-0.145310508583846,"WGOA","production"
2009,"KOD.PI",-0.131525670052261,"WGOA","production"
2011,"KOD.PI",0.82996681752569,"WGOA","production"
2013,"KOD.PI",0.144171100579407,"WGOA","production"
2015,"KOD.PI",-1.64096548926066,"WGOA","production"
2017,"KOD.PI",-0.714616744492216,NA,NA
1972,"KOD.PI",-3.19822595365538,"WGOA","production"
1974,"KOD.PI",-1.45642341330481,"WGOA","production"
1976,"KOD.PI",-0.706989951864501,"WGOA","production"
1978,"KOD.PI",-0.11798567177227,"WGOA","production"
1980,"KOD.PI",-0.207367644237627,"WGOA","production"
1982,"KOD.PI",-1.01180539642585,"WGOA","production"
1984,"KOD.PI",-0.548852615964252,"WGOA","production"
1986,"KOD.PI",-0.913256042169174,"WGOA","production"
1988,"KOD.PI",-0.619899824846974,"WGOA","production"
1990,"KOD.PI",0.267044363463119,"WGOA","production"
1992,"KOD.PI",0.979808297738155,"WGOA","production"
1994,"KOD.PI",1.20899284252112,"WGOA","production"
1996,"KOD.PI",-0.140904126250567,"WGOA","production"
1998,"KOD.PI",-0.0675650719200162,"WGOA","production"
2000,"KOD.PI",0.429765390259027,"WGOA","production"
2002,"KOD.PI",0.0997396457715506,"WGOA","production"
2004,"KOD.PI",0.858340489003181,"WGOA","production"
2006,"KOD.PI",0.665825471385485,"WGOA","production"
2008,"KOD.PI",0.773542207433482,"WGOA","production"
2010,"KOD.PI",0.267044363463119,"WGOA","production"
2012,"KOD.PI",0.79187697101612,"WGOA","production"
2014,"KOD.PI",0.950014306916369,"WGOA","production"
2016,"KOD.PI",0.752915598403014,"WGOA","production"
2018,"KOD.PI",0.944365765037666,NA,NA
1973,"SP.PI",-2.85536536508917,"WGOA","production"
1975,"SP.PI",-0.225169746375472,"WGOA","production"
1977,"SP.PI",0.490412285557577,"WGOA","production"
1979,"SP.PI",0.776261408233245,"WGOA","production"
1981,"SP.PI",0.645806775065827,"WGOA","production"
1983,"SP.PI",1.09856109017628,"WGOA","production"
1985,"SP.PI",0.217992316296203,"WGOA","production"
1987,"SP.PI",0.684175784820949,"WGOA","production"
1989,"SP.PI",-0.0659383558917103,"WGOA","production"
1991,"SP.PI",0.956595754082325,"WGOA","production"
1993,"SP.PI",0.904797590912908,"WGOA","production"
1995,"SP.PI",-0.282723261008156,"WGOA","production"
1997,"SP.PI",0.795445913110806,"WGOA","production"
1999,"SP.PI",0.116314440445125,"WGOA","production"
2001,"SP.PI",-0.29615241442245,"WGOA","production"
2003,"SP.PI",0.638132973114801,"WGOA","production"
2005,"SP.PI",0.265953578490106,"WGOA","production"
2007,"SP.PI",1.17529910968653,"WGOA","production"
2009,"SP.PI",-1.09422781732901,"WGOA","production"
2011,"SP.PI",-1.53738988000069,"WGOA","production"
2013,"SP.PI",-1.21509019805765,"WGOA","production"
2015,"SP.PI",-0.0256508956488311,"WGOA","production"
2017,"SP.PI",-1.16804108616956,NA,NA
1972,"SP.PI",-2.83335118788593,"WGOA","production"
1974,"SP.PI",-2.80390824775542,"WGOA","production"
1976,"SP.PI",-0.668520274079228,"WGOA","production"
1978,"SP.PI",0.34803597463745,"WGOA","production"
1980,"SP.PI",0.169828705426447,"WGOA","production"
1982,"SP.PI",-0.219128029981916,"WGOA","production"
1984,"SP.PI",0.0845991418907504,"WGOA","production"
1986,"SP.PI",-0.790940919885047,"WGOA","production"
1988,"SP.PI",0.419318882321852,"WGOA","production"
1990,"SP.PI",0.671908316073098,"WGOA","production"
1992,"SP.PI",0.626969091663367,"WGOA","production"
1994,"SP.PI",0.961688832094468,"WGOA","production"
1996,"SP.PI",-0.357044960066952,"WGOA","production"
1998,"SP.PI",0.518495101708843,"WGOA","production"
2000,"SP.PI",0.0179651194901144,"WGOA","production"
2002,"SP.PI",0.0567058301881576,"WGOA","production"
2004,"SP.PI",0.591327637821167,"WGOA","production"
2006,"SP.PI",0.419318882321852,"WGOA","production"
2008,"SP.PI",0.473555877299112,"WGOA","production"
2010,"SP.PI",0.163630191714761,"WGOA","production"
2012,"SP.PI",0.464258106731583,"WGOA","production"
2014,"SP.PI",0.975635487945765,"WGOA","production"
2016,"SP.PI",1.15849164244053,"WGOA","production"
2018,"SP.PI",-0.448839202114828,NA,NA
1977,"CHI.P.COD.CPUE",-1.599066351,NA,NA
1978,"CHI.P.COD.CPUE",-1.307162651,NA,NA
1979,"CHI.P.COD.CPUE",-1.748432164,NA,NA
1980,"CHI.P.COD.CPUE",-1.371876031,NA,NA
1981,"CHI.P.COD.CPUE",-1.063724495,NA,NA
1982,"CHI.P.COD.CPUE",-0.634919725,NA,NA
1983,"CHI.P.COD.CPUE",0.20273427,NA,NA
1984,"CHI.P.COD.CPUE",-0.161346167,NA,NA
1985,"CHI.P.COD.CPUE",-0.086983609,NA,NA
1986,"CHI.P.COD.CPUE",-1.310488749,NA,NA
1987,"CHI.P.COD.CPUE",-0.353733738,NA,NA
1989,"CHI.P.COD.CPUE",0.187004506,NA,NA
1990,"CHI.P.COD.CPUE",-0.25077945,NA,NA
1992,"CHI.P.COD.CPUE",0.11807392,NA,NA
1995,"CHI.P.COD.CPUE",-0.574506905,NA,NA
1998,"CHI.P.COD.CPUE",0.200225858,NA,NA
2001,"CHI.P.COD.CPUE",-2,NA,NA
2002,"CHI.P.COD.CPUE",-0.573389898,NA,NA
2003,"CHI.P.COD.CPUE",0.190384605,NA,NA
2004,"CHI.P.COD.CPUE",-0.90741919,NA,NA
2005,"CHI.P.COD.CPUE",0.08869113,NA,NA
2006,"CHI.P.COD.CPUE",-0.330806039,NA,NA
2007,"CHI.P.COD.CPUE",0.262171822,NA,NA
2008,"CHI.P.COD.CPUE",0.937609377,NA,NA
2009,"CHI.P.COD.CPUE",-0.008061283,NA,NA
2010,"CHI.P.COD.CPUE",-0.27119309,NA,NA
2011,"CHI.P.COD.CPUE",-0.167207148,NA,NA
2012,"CHI.P.COD.CPUE",0.486928911,NA,NA
2013,"CHI.P.COD.CPUE",1.415839249,NA,NA
2014,"CHI.P.COD.CPUE",0.451758163,NA,NA
2015,"CHI.P.COD.CPUE",0.664195725,NA,NA
2016,"CHI.P.COD.CPUE",1.105638777,NA,NA
1972,"PAV.P.COD.CPUE",-1.51586747938942,NA,NA
1973,"PAV.P.COD.CPUE",-2,NA,NA
1974,"PAV.P.COD.CPUE",-2,NA,NA
1975,"PAV.P.COD.CPUE",-2,NA,NA
1976,"PAV.P.COD.CPUE",-1.67270476545439,NA,NA
1977,"PAV.P.COD.CPUE",0.0935549508332435,NA,NA
1978,"PAV.P.COD.CPUE",0.119515356933968,NA,NA
1979,"PAV.P.COD.CPUE",1.50932175896485,NA,NA
1980,"PAV.P.COD.CPUE",2.35041826444013,NA,NA
1981,"PAV.P.COD.CPUE",1.6838630906609,NA,NA
1982,"PAV.P.COD.CPUE",1.71032318054497,NA,NA
1983,"PAV.P.COD.CPUE",1.7124907063919,NA,NA
1984,"PAV.P.COD.CPUE",1.2918608103902,NA,NA
1985,"PAV.P.COD.CPUE",0.56656030812288,NA,NA
1986,"PAV.P.COD.CPUE",1.37446066876982,NA,NA
1987,"PAV.P.COD.CPUE",0.853945777815866,NA,NA
1988,"PAV.P.COD.CPUE",1.11921932750813,NA,NA
1989,"PAV.P.COD.CPUE",1.42766766703888,NA,NA
1990,"PAV.P.COD.CPUE",1.1893456257665,NA,NA
1991,"PAV.P.COD.CPUE",1.32781663485055,NA,NA
1992,"PAV.P.COD.CPUE",1.84180237593505,NA,NA
1993,"PAV.P.COD.CPUE",1.69154048869042,NA,NA
1994,"PAV.P.COD.CPUE",1.57914005093393,NA,NA
1995,"PAV.P.COD.CPUE",1.74406193546174,NA,NA
1996,"PAV.P.COD.CPUE",1.93824261867784,NA,NA
1997,"PAV.P.COD.CPUE",1.79780275763473,NA,NA
1998,"PAV.P.COD.CPUE",1.56391515892901,NA,NA
1999,"PAV.P.COD.CPUE",1.3554086948901,NA,NA
2000,"PAV.P.COD.CPUE",1.27344370332238,NA,NA
2001,"PAV.P.COD.CPUE",1.54596437028379,NA,NA
2002,"PAV.P.COD.CPUE",-1.53424437751367,NA,NA
2003,"PAV.P.COD.CPUE",1.34440267931319,NA,NA
2004,"PAV.P.COD.CPUE",1.90185749381863,NA,NA
2005,"PAV.P.COD.CPUE",0.155149355994531,NA,NA
2006,"PAV.P.COD.CPUE",0.916938150541583,NA,NA
2007,"PAV.P.COD.CPUE",0.541931272434589,NA,NA
2008,"PAV.P.COD.CPUE",-0.058187405618342,NA,NA
2009,"PAV.P.COD.CPUE",1.2257300302209,NA,NA
2010,"PAV.P.COD.CPUE",0.971550705115505,NA,NA
2011,"PAV.P.COD.CPUE",0.595573100937406,NA,NA
2012,"PAV.P.COD.CPUE",1.09076915012183,NA,NA
2013,"PAV.P.COD.CPUE",1.35859689530597,NA,NA
2014,"PAV.P.COD.CPUE",0.767336901980082,NA,NA
2015,"PAV.P.COD.CPUE",1.50289888534945,NA,NA
2017,"CHI.P.COD.CPUE",-0.0991748470343255,"WGOA","abundance"
2017,"CHI.EULACHON.CPUE",-0.995396854492228,"WGOA","abundance"
2017,"CHI.JELLY.CPUE",0.0339178379305279,"WGOA","abundance"
2017,"CHI.SHRIMP.CPUE",0.968834683146718,"WGOA","abundance"
2018,"CHI.P.COD.CPUE",0.110722773549875,"WGOA","abundance"
2018,"CHI.EULACHON.CPUE",-0.917786565429596,"WGOA","abundance"
2018,"CHI.JELLY.CPUE",-0.190141501179093,"WGOA","abundance"
2018,"CHI.SHRIMP.CPUE",1.38295041094896,"WGOA","abundance"
2019,"CHI.P.COD.CPUE",0.780942720427126,"WGOA","abundance"
2019,"CHI.EULACHON.CPUE",-2,"WGOA","abundance"
2019,"CHI.JELLY.CPUE",1.5412249066996,"WGOA","abundance"
2019,"CHI.SHRIMP.CPUE",1.4888870040625,"WGOA","abundance"
2017,"PAV.CAPELIN.CPUE",-2,"WGOA","abundance"
2017,"PAV.P.COD.CPUE",0.700521476818037,"WGOA","abundance"
2017,"PAV.EULACHON.CPUE",-1.59839553016823,"WGOA","abundance"
2017,"PAV.JELLY.CPUE",1.4329294427451,"WGOA","abundance"
2017,"PAV.SHRIMP.CPUE",-0.54431131883914,"WGOA","abundance"
2018,"PAV.CAPELIN.CPUE",-2,"WGOA","abundance"
2018,"PAV.P.COD.CPUE",0.487941829563271,"WGOA","abundance"
2018,"PAV.EULACHON.CPUE",-1.89041448799318,"WGOA","abundance"
2018,"PAV.JELLY.CPUE",-0.346296532049188,"WGOA","abundance"
2018,"PAV.SHRIMP.CPUE",0.449323919104808,"WGOA","abundance"
2019,"PAV.CAPELIN.CPUE",-2,"WGOA","abundance"
2019,"PAV.P.COD.CPUE",0.0831370270041702,"WGOA","abundance"
2019,"PAV.EULACHON.CPUE",-2,"WGOA","abundance"
2019,"PAV.JELLY.CPUE",0.738695507871064,"WGOA","abundance"
2019,"PAV.SHRIMP.CPUE",0.290025741807042,"WGOA","abundance"
