"year","wind.stress","ssh","KS.slp.diff","salinity.20m","54N.134W","57N.137W","60N.146W","60N.149W","egoa.spr.sst","egoa.win.sst","wgoa.spr.sst","wgoa.win.sst","papa.index"
1950,0.115293753093761,0.105311982352915,3.49552408854167,NA,-21.3333333333333,-17,-3.33333333333333,-1,-1.18763755376072,-0.519519895814496,-0.480710728369854,-0.254242330818446,47.777
1951,0.0896522332809485,0.0682441603360537,3.28474934895833,NA,10,4.33333333333333,2.33333333333333,4.66666666666667,-0.827322846039571,-0.33074712967814,-0.733017979299842,-0.322750241581214,53.313
1952,0.0977619824247865,0.101139885183751,1.90020751953125,NA,-2.33333333333333,-3.66666666666667,2.33333333333333,4,-0.511273290656333,-0.342178139695199,-0.540387198225392,-0.274667664731082,49.818
1953,0.0981836790810363,0.112568207119801,12.5478515625,NA,-0.333333333333333,-0.666666666666667,0.333333333333333,1,0.0898321617377286,0.245779418634243,0.198585886768548,-0.0816720502299011,58.541
1954,0.0786089873789001,0.0888838486699622,8.83638509114583,NA,-15,-8.33333333333333,-2.66666666666667,-0.666666666666667,-0.283865203996268,0.133395825133606,-0.119048665706123,-0.34374810002456,55.92
1955,0.0849324664229002,0.0642851491256272,11.1546020507812,NA,-3.66666666666667,-7.33333333333333,2,6,-0.655187103642412,0.850457288435641,-0.253391633971934,0.561860127095055,50.403
1956,0.0829104660421195,0.0685690897907523,3.03120930989583,NA,-4.33333333333333,-5.66666666666667,1.33333333333333,5.33333333333333,0.402711030504723,-0.295423511695054,0.0114760713808804,-0.276660781656754,49.452
1957,0.0797107890657518,0.0610906682972369,8.02370198567708,NA,-5,-4,-2.66666666666667,-1.33333333333333,0.619936718731922,-0.392220000621916,0.752338542685044,-0.453230665013728,50.996
1958,0.101541500838267,0.164505235456665,11.8528645833333,NA,15,5,5,8.33333333333333,1.73525590045315,1.65248912168206,1.22868832269764,1.28913520604649,55.635
1959,0.0936419390932233,0.0966232558055939,8.8426513671875,NA,-5.66666666666667,-3.66666666666667,1.66666666666667,2.66666666666667,0.761313725975514,0.78926202122101,0.724858162184965,0.473502339463939,55.613
1960,0.0969274893608663,0.116519943327393,13.9070231119792,NA,-9.33333333333333,-8.33333333333333,-1,0.333333333333333,0.259635888163435,0.880944253924591,0.246434408487023,0.448476460445064,56.912
1961,0.0969126661085222,0.124924563022092,12.3538411458333,NA,-14,-14.3333333333333,-0.666666666666667,0.333333333333333,0.980598784750157,0.630515903227049,0.882513615728707,0.00385591387541934,59.619
1962,0.078493444392865,0.0668606752170155,7.62095133463542,NA,1.33333333333333,-0.333333333333333,3.33333333333333,2.33333333333333,0.541707961185654,0.348728363220565,0.105358429036153,-0.160820330092384,52.124
1963,0.0988219780642336,0.0824363124854111,8.25858561197917,NA,4.66666666666667,0,13.6666666666667,13.6666666666667,1.17509793314645,1.20678897763468,0.371200413300554,0.387763287942052,58.318
1964,0.0958097218221416,0.0742131129662637,10.3017171223958,NA,0.666666666666667,-0.666666666666667,3,1,-0.535247425868197,0.772380305079976,-0.351659693759519,0.847131431391228,58.22
1965,0.0893844583702808,0.0780605455284415,5.08406575520833,NA,0.333333333333333,-3,9,6.66666666666667,-1.03083875389615,-0.714650551127042,-0.819412828822981,-0.713495421262585,50.386
1966,0.08688235250982,0.102937506213676,4.0008544921875,NA,4.33333333333333,6.33333333333333,15.3333333333333,12,-0.423440845657557,0.0221343338994246,-0.581683531563841,-0.113349798642623,50.677
1967,0.0902756522030307,0.0618201579786559,2.72690836588542,NA,7.66666666666667,6,9.66666666666667,8.33333333333333,0.233472559194567,-0.201153824969283,0.244726293328639,-0.280423989139219,52.128
1968,0.0947069109985321,0.128261460869598,3.94720458984375,NA,-4.33333333333333,-2.66666666666667,0.333333333333333,0.333333333333333,0.134805230632537,0.0909702659471482,0.324858077510126,0.0815302916657195,54.059
1969,0.08836813731228,0.122277842570346,5.20218912760417,NA,-4.66666666666667,-4.33333333333333,5,6.33333333333333,-0.691973302993714,-1.14135928643666,-0.474290776114535,-0.722076477978856,47.16
1970,0.108189028772023,0.144889921659055,11.7917277018229,NA,-19.6666666666667,-14,4.33333333333333,4.33333333333333,0.164500279285206,0.526415699730564,0.287534503850782,0.737685097120958,59.623
1971,0.0920970980014152,0.0997447935167953,2.62361653645833,31.719,3.33333333333333,-7,5,5.33333333333333,-1.22567856756287,-0.446545631397756,-1.43891660112986,-0.0948713657496552,50.858
1972,0.0920446948806247,0.0801280154852746,4.09840901692708,31.995,-0.666666666666667,-1.33333333333333,6.33333333333333,4.33333333333333,-0.778210425999172,-1.26418259805652,-1.46104485232821,-1.3134221935713,48.873
1973,0.0823042070919173,0.106723983073009,5.49399820963542,NA,-26,-17.3333333333333,1.66666666666667,0,-0.354323076353555,-0.605272981720789,-0.457639159958383,-0.652301152391766,53.182
1974,0.0977639806789384,0.105220273027226,2.50142415364583,31.7596666666667,-6,0,8,5.66666666666667,-0.311475551504617,-0.832641174819331,-0.339330829786375,-0.562655315432185,54.093
1975,0.0821281710675425,0.103377280324671,10.4314982096354,31.4883333333333,-7,-7.33333333333333,3,1.33333333333333,-1.02809537459841,-0.360947462707539,-0.986825365959977,-0.164853673684272,51.892
1976,0.0763220891824929,0.0871711926146147,9.12884521484375,31.6535,-25.3333333333333,-11.6666666666667,2,1.33333333333333,-0.891546138579319,-0.827967913363873,-0.668859731777748,-0.571831780563494,56.161
1977,0.111955957949586,0.124049123232548,17.3314005533854,30.883,-6,0,2,2.33333333333333,0.288318790762901,0.757501471962812,0.588228101595687,0.537790350107754,59.962
1978,0.104001946547726,0.150284910639023,5.10394287109375,31.4485,3,0,13.3333333333333,12.6666666666667,0.507054939605444,-0.0578142712613664,0.185898043339261,-0.279822195498078,55.095
1979,0.0943944487938525,0.0926554228018274,9.61104329427083,31.5438,-14.6666666666667,-13,1.66666666666667,0.666666666666667,0.296482678514857,-0.0689858765596624,0.526218515646884,0.420782886613699,55.719
1980,0.123045007607903,0.159516402762948,8.48246256510417,NA,2.33333333333333,1.66666666666667,3.66666666666667,6.66666666666667,0.139575569866655,0.465024302044196,0.0939685130065872,0.373612998531151,55.2
1981,0.0849103482829263,0.187142873713464,11.252685546875,NA,-3.66666666666667,-2.66666666666667,2.66666666666667,4,0.87599710374242,0.745676150317855,1.50445122418113,0.279803941420871,58.828
1982,0.10778528879656,0.140133260596882,7.36897786458333,31.678,0.666666666666667,-4.66666666666667,2.33333333333333,3.66666666666667,-0.581858287795053,0.198343876760523,-0.69239454494405,0.399438830574983,50.642
1983,0.103239544036206,0.2102792388562,10.6769002278646,31.2561666666667,-6.33333333333333,-5.33333333333333,-2.66666666666667,-2.33333333333333,1.3745873752883,0.762047673572161,1.11404001007034,0.447545009426182,59.985
1984,0.103393153259463,0.164484817196022,7.85693359375,NA,-14.3333333333333,-10,0,-0.333333333333333,0.551334364631397,0.977980935441267,1.17446732025954,0.990912097725841,57.881
1985,0.0998184355482986,0.0857115318603588,10.2679443359375,31.161,-3.33333333333333,-4.33333333333333,1.66666666666667,1,-0.498580626837278,0.404955153337168,-0.486143700930446,1.09048742288484,51.845
1986,0.0846233598108626,0.150062321713476,11.3965250651042,31.343,-11,-8.33333333333333,1.66666666666667,1.66666666666667,0.160672887165455,-0.149776733224448,-0.209251292653074,0.220198688862798,58.294
1987,0.0860690822207498,0.163420553369956,13.8614908854167,31.0505,-25.6666666666667,-28.6666666666667,-5.33333333333333,-5.66666666666667,0.268819275178197,1.25110832281938,0.621239732007369,1.35851986077153,60.031
1988,0.142196804991439,0.146047193647334,10.5709635416667,31.0326666666667,-25.6666666666667,-18.6666666666667,-2.33333333333333,-1,0.38854380945338,0.932610157889956,0.336516968230609,0.777536003302835,53.998
1989,0.073178621448449,0.0672250786626881,10.0511271158854,31.687,0.666666666666667,0.666666666666667,2.66666666666667,2.33333333333333,0.34710414978863,-0.193454723209357,0.212261501190606,-0.0328120817996091,50.999
1990,0.0974286143436925,0.0914312564739675,10.31689453125,31.479,3,1.66666666666667,4.33333333333333,4.66666666666667,0.460193574125403,0.0817547369622242,0.357053507275632,0.019953683914523,59.24
1991,0.104890947984747,0.0865971234937509,3.83951822916667,31.535,-1,-1,1.66666666666667,3,0.0327290039215754,-0.264545063782953,-0.183180118674067,-0.132294789462292,57.231
1992,0.0962715327284741,0.161931249679941,13.4372151692708,31.1016666666667,3,-1,3.66666666666667,3,0.746539282028215,0.836789272028255,0.0654238506747718,0.394801631014964,59.71
1993,0.0925347362977501,0.123123903708024,7.97591145833333,31.062,6.66666666666667,3.66666666666667,4.33333333333333,3,0.982233198399677,0.323548250911093,0.787064622147117,0.0294865302700721,48.728
1994,0.0912758562960405,0.11241134969574,11.1377766927083,31.331,-9.66666666666667,-9.33333333333333,-1,-0.666666666666667,0.878974167680926,0.91291213041756,0.471327555525457,1.02427393812529,59.718
1995,0.092318821186843,0.142603595148433,7.57958984375,31.3025,1.33333333333333,-0.666666666666667,2.66666666666667,1.33333333333333,0.607173286497549,-0.128338327401945,-0.161809795357083,-0.313561546799574,54.764
1996,0.0843563695645291,0.0999154043694337,3.36930338541667,31.6095,-1.66666666666667,1,3,2.66666666666667,0.374578970685233,0.181825142682903,0.650841473400757,0.00151866096357819,53.916
1997,0.10236969608099,0.0931092201167661,5.55128987630208,31.2326666666667,-10.6666666666667,-4.33333333333333,2.33333333333333,4.33333333333333,0.735315259781255,-0.309414873904504,0.732173886959749,-0.0850582622899617,57.198
1998,0.108013224759573,0.212428851425648,11.3330485026042,31.051,21.6666666666667,14,8.66666666666667,10,1.13221194704148,1.63530459882507,0.676153846840027,0.9444267831088,59.582
1999,0.106945671492127,0.118523931029168,6.74287923177083,31.653,-22.3333333333333,-16.6666666666667,0.333333333333333,1.33333333333333,-0.604394275604203,0.498787675103307,-0.711999687147255,0.574659971473526,54.274
2000,0.0954998017673797,0.116827101305579,11.9504597981771,31.0254285714286,-2.66666666666667,-5,0.666666666666667,0.333333333333333,0.269884873894871,-0.0293040756459488,0.262870043099057,-0.429450732384732,55.366
2001,0.09644024615649,0.123249307500594,13.7721761067708,31.225,-28.6666666666667,-24.6666666666667,0.666666666666667,2.33333333333333,-0.124678270204089,0.458808795679446,0.59669811871582,0.594237446955239,57.03
2002,0.0865746211708076,0.128471857286764,9.8465576171875,31.4695,-13,-12,1,2.66666666666667,-0.113924979609412,-0.322999147501001,0.223669627244348,-0.250761325953056,51.239
2003,0.0822194243744416,0.172614950754426,10.6360066731771,30.8858888888889,-7,-9,2.66666666666667,2.33333333333333,1.18712321339416,1.70617286697403,0.806500898544729,1.67372097102788,55.748
2004,0.120440336618703,0.150558385614193,6.89272054036458,31.276,3,3.66666666666667,2.66666666666667,1.66666666666667,1.35267400400398,0.394480664671467,0.770545381601407,0.284069273634998,54.614
2005,0.0729774413646842,0.0520912239059919,9.56172688802083,30.9443333333333,-4.66666666666667,-4.66666666666667,-2,-0.333333333333333,1.77249921228832,0.489994054066536,1.53784952052006,0.419525914007417,53.29
2006,0.0802169703442838,0.0921071032005729,10.7076619466146,31.1213333333333,-8.66666666666667,-3,3.33333333333333,3.66666666666667,0.580084534614435,0.503703011068709,0.290856974626629,0.0367154380510561,55.42
2007,0.109406502022702,0.0533585746742602,9.50608317057292,31.578,-17.3333333333333,-8.66666666666667,-2,-0.333333333333333,-0.305945221444043,-0.244733842503617,-0.40307181422753,-0.526681609179806,56.745
2008,0.0913524778626267,0.0416006225557243,9.23531087239583,31.1005,-11,-5.33333333333333,-1.33333333333333,2,-0.706633188180791,-0.628504077842189,-0.500790340196257,-0.513697354653594,51.95
2009,0.0720933471548351,0.0255722975878708,8.33624267578125,31.3776666666667,8.33333333333333,7,1.66666666666667,3.33333333333333,0.0437385644506821,-0.525457052842795,-0.292183182331931,-0.75743031230971,51.94
2010,0.114102422291252,0.134463474470558,9.76727294921875,31.2453333333333,-1.66666666666667,-9,0.666666666666667,4.33333333333333,0.565301624758802,0.518193277123773,0.322690422507437,0.304390534361623,54.747
2011,0.0840576032578167,0.0208524702371726,6.70094807942708,31.484,-5.66666666666667,-1,1,4.33333333333333,0.476917308175401,0.423191721222459,0.403679127302297,0.278268971201388,49.459
2012,0.0909819095871839,0.0413298400158634,10.6034342447917,31.3795,-18,-22.3333333333333,-3.33333333333333,2,-0.331014110472943,-0.521422270021902,-0.398090624034788,-0.741604164793893,58.846
2013,0.0811151497642695,0.0376598498249553,7.84124755859375,31.24225,6.33333333333333,0.666666666666667,2.66666666666667,5.66666666666667,0.317102419960285,0.197116232490748,-0.0554931241044504,0.012359342217008,51.375
2014,0.0620353703864094,0.0265577682178418,8.92946370442708,31.1245,-2.33333333333333,-6.66666666666667,-2,1.66666666666667,1.32898095391471,0.474675715882226,1.42539343098682,0.805204465156967,58.423
2015,0.0833166130943499,0.120571445967212,9.79534912109375,31.007,10.6666666666667,1.33333333333333,0.666666666666667,5.66666666666667,2.12399556710016,2.3044251907216,1.86465357459364,1.97531847032999,57.072
2016,0.126220315662204,0.147536497946941,11.8746744791667,30.861,0.666666666666667,-2.66666666666667,0.333333333333333,3,2.24908302809395,1.85305258857164,2.18509459646316,1.70114923715121,58.778
2017,0.0613242582380002,0.0487042236706298,7.79750569661458,31.673,-16,-12,-4.66666666666667,1,0.83706691900536,1.25140150398734,0.776891231662998,1.25598678252682,47.105
2018,0.0698292196094703,0.0318391362533227,6.5352783203125,NA,11,0.333333333333333,5,11.3333333333333,1.08543302478928,0.750349803660877,0.859834767232638,0.773374473412341,53.829
2019,0.0889663647822382,0.0632476838136261,9.66434733072917,NA,6.33333333333333,9.33333333333333,4.66666666666667,5.33333333333333,1.66017319845705,1.65847203905397,1.8715255632762,1.88699874887211,49.64
